RCN;CODE;Title;ShortTitle;language
664087;H2020-EC;Horizon 2020 Framework Programme;EC Treaty;en
664087;H2020-EC;Rahmenprogramm Horizont 2020;EC Treaty;de
664087;H2020-EC;Programa Marco Horizonte 2020;EC Treaty;es
664087;H2020-EC;Programme-cadre Horizon 2020;EC Treaty;fr
664087;H2020-EC;Programma quadro Orizzonte 2020;EC Treaty;it
664087;H2020-EC;Program ramowy „Horyzont 2020”;EC Treaty;pl
664091;H2020-EU.1.;PRIORITY 'Excellent science';Excellent Science;en
664091;H2020-EU.1.;"SCHWERPUNKT ""Wissenschaftsexzellenz""";Excellent Science;de
664091;H2020-EU.1.;"PRIORIDAD ""Ciencia excelente""";Excellent Science;es
664091;H2020-EU.1.;PRIORITÉ «Excellence scientifique»;Excellent Science;fr
664091;H2020-EU.1.;"PRIORITÀ ""Eccellenza scientifica""";Excellent Science;it
664091;H2020-EU.1.;PRIORYTET „Doskonała baza naukowa”;Excellent Science;pl
664099;H2020-EU.1.1.;EXCELLENT SCIENCE - European Research Council (ERC);European Research Council (ERC);en
664099;H2020-EU.1.1.;"WISSENSCHAFTSEXZELLENZ - Für das Einzelziel ""Europäischer Forschungsrat (ERC)""";European Research Council (ERC);de
664099;H2020-EU.1.1.;CIENCIA EXCELENTE - Consejo Europeo de Investigación (CEI);European Research Council (ERC);es
664099;H2020-EU.1.1.;EXCELLENCE SCIENTIFIQUE - Conseil européen de la recherche (CER);European Research Council (ERC);fr
664099;H2020-EU.1.1.;ECCELLENZA SCIENTIFICA - Consiglio europeo della ricerca (CER);European Research Council (ERC);it
664099;H2020-EU.1.1.;DOSKONAŁA BAZA NAUKOWA - Europejska Rada ds. Badań Naukowych (ERBN);European Research Council (ERC);pl
664101;H2020-EU.1.2.;EXCELLENT SCIENCE - Future and Emerging Technologies (FET);Future and Emerging Technologies (FET);en
664101;H2020-EU.1.2.;WISSENSCHAFTSEXZELLENZ - Künftige und neu entstehende Technologien (FET);Future and Emerging Technologies (FET);de
664101;H2020-EU.1.2.;CIENCIA - Tecnologías Futuras y Emergentes (FET);Future and Emerging Technologies (FET);es
664101;H2020-EU.1.2.;EXCELLENCE SCIENTIFIQUE - Technologies futures et émergentes (FET);Future and Emerging Technologies (FET);fr
664101;H2020-EU.1.2.;ECCELLENZA SCIENTIFICA - Tecnologie emergenti future (TEF);Future and Emerging Technologies (FET);it
664101;H2020-EU.1.2.;DOSKONAŁA BAZA NAUKOWA - Przyszłe i Powstające Technologie (FET);Future and Emerging Technologies (FET);pl
664103;H2020-EU.1.2.1.;FET Open;FET Open;en
664103;H2020-EU.1.2.1.;FET – offener Bereich;FET Open;de
664103;H2020-EU.1.2.1.;FET Open;FET Open;es
664103;H2020-EU.1.2.1.;FET Open;FET Open;fr
664103;H2020-EU.1.2.1.;TEF aperte;FET Open;it
664103;H2020-EU.1.2.1.;FET Open;FET Open;pl
664105;H2020-EU.1.2.2.;FET Proactive;FET Proactive;en
664105;H2020-EU.1.2.2.;FET – proaktiver Bereich;FET Proactive;de
664105;H2020-EU.1.2.2.;FET Proactive;FET Proactive;es
664105;H2020-EU.1.2.2.;FET Proactive;FET Proactive;fr
664105;H2020-EU.1.2.2.;TEF proattive;FET Proactive;it
664105;H2020-EU.1.2.2.;FET Proactive;FET Proactive;pl
664107;H2020-EU.1.2.3.;FET Flagships;FET Flagships;en
664107;H2020-EU.1.2.3.;FET – Leitinitiativen;FET Flagships;de
664107;H2020-EU.1.2.3.;FET Flagships;FET Flagships;es
664107;H2020-EU.1.2.3.;FET Flagships;FET Flagships;fr
664107;H2020-EU.1.2.3.;TEF faro;FET Flagships;it
664107;H2020-EU.1.2.3.;FET Flagships;FET Flagships;pl
664109;H2020-EU.1.3.;EXCELLENT SCIENCE - Marie Skłodowska-Curie Actions;Marie-Sklodowska-Curie Actions;en
664109;H2020-EU.1.3.;WISSENSCHAFTSEXZELLENZ- Marie Skłodowska-Curie Maßnahmen;Marie-Sklodowska-Curie Actions;de
664109;H2020-EU.1.3.;CIENCIA EXCELENTE - Acciones Marie Skłodowska-Curie;Marie-Sklodowska-Curie Actions;es
664109;H2020-EU.1.3.;EXCELLENCE SCIENTIFIQUE - Actions Marie Skłodowska-Curie;Marie-Sklodowska-Curie Actions;fr
664109;H2020-EU.1.3.;ECCELLENZA SCIENTIFICA - Azioni Marie Skłodowska-Curie;Marie-Sklodowska-Curie Actions;it
664109;H2020-EU.1.3.;DOSKONAŁA BAZA NAUKOWA - Działania „Maria Skłodowska-Curie”;Marie-Sklodowska-Curie Actions;pl
664111;H2020-EU.1.3.1.;Fostering new skills by means of excellent initial training of researchers;MCSA Initial training;en
664111;H2020-EU.1.3.1.;Förderung neuer Fähigkeiten durch eine exzellente Erstausbildung von Forschern;MCSA Initial training;de
664111;H2020-EU.1.3.1.;Fomento de nuevas aptitudes mediante una formación inicial excelente de los investigadores;MCSA Initial training;es
664111;H2020-EU.1.3.1.;Promouvoir de nouvelles compétences par une formation initiale d'excellence des chercheurs;MCSA Initial training;fr
664111;H2020-EU.1.3.1.;Promuovere nuove competenze grazie ad una formazione iniziale di eccellenza dei ricercatori;MCSA Initial training;it
664111;H2020-EU.1.3.1.;Wspieranie nowych umiejętności poprzez najwyższej jakości wstępne szkolenie naukowców;MCSA Initial training;pl
664113;H2020-EU.1.3.2.;Nurturing excellence by means of cross-border and cross-sector mobility;MSCA Mobility;en
664113;H2020-EU.1.3.2.;Förderung von Exzellenz durch grenz- und sektorübergreifende Mobilität;MSCA Mobility;de
664113;H2020-EU.1.3.2.;Cultivar la excelencia mediante la movilidad transfronteriza e intersectorial;MSCA Mobility;es
664113;H2020-EU.1.3.2.;Cultiver l'excellence par la mobilité transfrontalière et intersectorielle;MSCA Mobility;fr
664113;H2020-EU.1.3.2.;Sviluppare l'eccellenza attraverso la mobilità transfrontaliera e intersettoriale;MSCA Mobility;it
664113;H2020-EU.1.3.2.;Sprzyjanie najwyższej jakości poprzez transgraniczną i międzysektorową mobilność;MSCA Mobility;pl
664115;H2020-EU.1.3.3.;Stimulating innovation by means of cross-fertilisation of knowledge;MSCA Knowledge;en
664115;H2020-EU.1.3.3.;Innovationsanreize durch die gegenseitige Bereicherung mit Wissen;MSCA Knowledge;de
664115;H2020-EU.1.3.3.;Estimular la innovación mediante la fertilización cruzada de conocimientos;MSCA Knowledge;es
664115;H2020-EU.1.3.3.;Encourager l'innovation par la fertilisation croisée des connaissances;MSCA Knowledge;fr
664115;H2020-EU.1.3.3.;Promuovere l'innovazione attraverso l'arricchimento reciproco delle conoscenze;MSCA Knowledge;it
664115;H2020-EU.1.3.3.;Stymulowanie innowacji poprzez proces wzajemnej inspiracji w dziedzinie wiedzy;MSCA Knowledge;pl
664117;H2020-EU.1.3.4.;Increasing structural impact by co-funding activities;MSCA Co-funding;en
664117;H2020-EU.1.3.4.;Steigerung der strukturellen Wirkung durch die Kofinanzierung von Tätigkeiten;MSCA Co-funding;de
664117;H2020-EU.1.3.4.;Intensificación del impacto estructural mediante la cofinanciación de actividades;MSCA Co-funding;es
664117;H2020-EU.1.3.4.;Renforcer l'impact structurel par le cofinancement des activités;MSCA Co-funding;fr
664117;H2020-EU.1.3.4.;Incrementare l'impatto strutturale mediante il cofinanziamento delle attività;MSCA Co-funding;it
664117;H2020-EU.1.3.4.;Zwiększenie oddziaływania strukturalnego przez współfinansowanie działań;MSCA Co-funding;pl
664119;H2020-EU.1.3.5.;Specific support and policy actions;MSCA Specific support;en
664119;H2020-EU.1.3.5.;Besondere Unterstützung und politische Maßnahmen;MSCA Specific support;de
664119;H2020-EU.1.3.5.;Apoyo específico y acciones políticas;MSCA Specific support;es
664119;H2020-EU.1.3.5.;Soutien spécifique et actions stratégiques;MSCA Specific support;fr
664119;H2020-EU.1.3.5.;Sostegno specifico e azione strategica;MSCA Specific support;it
664119;H2020-EU.1.3.5.;Działania wspierające i polityczne;MSCA Specific support;pl
664121;H2020-EU.1.4.;EXCELLENT SCIENCE - Research Infrastructures;Research Infrastructures;en
664121;H2020-EU.1.4.;WISSENSCHAFTSEXZELLENZ - Forschungsinfrastrukturen;;de
664121;H2020-EU.1.4.;CIENCIA EXCELENTE - Infraestructuras de investigación;Research Infrastructures;es
664121;H2020-EU.1.4.;EXCELLENCE SCIENTIFIQUE - Infrastructures de recherche;Research Infrastructures;fr
664121;H2020-EU.1.4.;ECCELLENZA SCIENTIFICA - Infrastrutture di ricerca;Research Infrastructures;it
664121;H2020-EU.1.4.;DOSKONAŁA BAZA NAUKOWA - Infrastruktura badawcza;Research Infrastructures;pl
664123;H2020-EU.1.4.1.;Developing the European research infrastructures for 2020 and beyond;Research infrastructures for 2020 and beyond;en
664123;H2020-EU.1.4.1.;Ausbau der europäischen Forschungsinfrastrukturen bis 2020 und darüber hinaus;Research infrastructures for 2020 and beyond;de
664123;H2020-EU.1.4.1.;Desarrollar las infraestructuras de investigación europeas para 2020 y años posteriores;Research infrastructures for 2020 and beyond;es
664123;H2020-EU.1.4.1.;Développer les infrastructures de recherche européennes pour 2020 et au-delà;Research infrastructures for 2020 and beyond;fr
664123;H2020-EU.1.4.1.;Sviluppare le infrastrutture di ricerca europee per il 2020 e oltre;Research infrastructures for 2020 and beyond;it
664123;H2020-EU.1.4.1.;Rozwijanie europejskiej infrastruktury badawczej na miarę 2020 r. i dalszej przyszłości;Research infrastructures for 2020 and beyond;pl
664125;H2020-EU.1.4.1.1.;Developing new world-class research infrastructures;;en
664127;H2020-EU.1.4.1.2.;Integrating and opening existing national and regional  research infrastructures of European interest;;en
664129;H2020-EU.1.4.1.3.;Development, deployment and operation of ICT-based e-infrastructures;;en
664131;H2020-EU.1.4.2.;Fostering the innovation potential of research infrastructures and their human resources;Research infrastructures and their human resources;en
664131;H2020-EU.1.4.2.;Steigerung des Innovationspotenzials der Forschungsinfrastrukturen und ihrer Humanressourcen;Research infrastructures and their human resources;de
664131;H2020-EU.1.4.2.;Fomentar el potencial innovador de las infraestructuras de investigación y sus recursos humanos;Research infrastructures and their human resources;es
664131;H2020-EU.1.4.2.;Promouvoir le potentiel d'innovation et les ressources humaines des infrastructures de recherche;Research infrastructures and their human resources;fr
664131;H2020-EU.1.4.2.;Promuovere il potenziale di innovazione e le risorse umane delle infrastrutture di ricerca;Research infrastructures and their human resources;it
664131;H2020-EU.1.4.2.;Wspieranie innowacyjnego potencjału infrastruktury badawczej i jej zasobów ludzkich;Research infrastructures and their human resources;pl
664133;H2020-EU.1.4.2.1.;Exploiting the innovation potential of research infrastructures;;en
664135;H2020-EU.1.4.2.2.;Strengthening the human capital of research infrastructures;;en
664137;H2020-EU.1.4.3.;Reinforcing European research infrastructure policy and international cooperation;Research infrastructure policy and international cooperation;en
664137;H2020-EU.1.4.3.;Stärkung der europäischen Forschungsinfrastrukturpolitik und der internationalen Zusammenarbeit;Research infrastructure policy and international cooperation;de
664137;H2020-EU.1.4.3.;Reforzar la política europea de infraestructuras de investigación y la cooperación internacional;Research infrastructure policy and international cooperation;es
664137;H2020-EU.1.4.3.;Renforcer la politique européenne relative aux infrastructures de recherche ainsi que la coopération internationale;Research infrastructure policy and international cooperation;fr
664137;H2020-EU.1.4.3.;Rafforzamento della politica europea in materia di infrastrutture di ricerca e della cooperazione internazionale;Research infrastructure policy and international cooperation;it
664137;H2020-EU.1.4.3.;Wzmocnienie europejskiej polityki w zakresie infrastruktury badawczej i współpracy międzynarodowej;Research infrastructure policy and international cooperation;pl
664139;H2020-EU.1.4.3.1.;Reinforcing European policy for research infrastructures;;en
664141;H2020-EU.1.4.3.2.;Facilitate strategic international cooperation;;en
664143;H2020-EU.2.;PRIORITY 'Industrial leadership';Industrial Leadership;en
664143;H2020-EU.2.;"SCHWERPUNKT ""Führende Rolle der Industrie""";Industrial Leadership;de
664143;H2020-EU.2.;"PRIORIDAD ""Liderazgo industrial""";Industrial Leadership;es
664143;H2020-EU.2.;PRIORITÉ «Primauté industrielle»;Industrial Leadership;fr
664143;H2020-EU.2.;"PRIORITÀ ""Leadership industriale""";Industrial Leadership;it
664143;H2020-EU.2.;PRIORYTET „Wiodąca pozycja w przemyśle”;Industrial Leadership;pl
664145;H2020-EU.2.1.;INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies;Leadership in enabling and industrial technologies (LEIT);en
664145;H2020-EU.2.1.;FÜHRENDE ROLLE DER INDUSTRIE - Führende Rolle bei grundlegenden und industriellen Technologien;Leadership in enabling and industrial technologies (LEIT);de
664145;H2020-EU.2.1.;LIDERAZGO INDUSTRIAL - Liderazgo en tecnologías industriales y de capacitación;Leadership in enabling and industrial technologies (LEIT);es
664145;H2020-EU.2.1.;PRIMAUTÉ INDUSTRIELLE - Primauté dans le domaine des technologies génériques et industrielles;Leadership in enabling and industrial technologies (LEIT);fr
664145;H2020-EU.2.1.;LEADERSHIP INDUSTRIALE - Leadership nel settore delle tecnologie abilitanti e industriali;Leadership in enabling and industrial technologies (LEIT);it
664145;H2020-EU.2.1.;WIODĄCA POZYCJA W PRZEMYŚLE - Wiodąca pozycja w zakresie technologii prorozwojowych i przemysłowych;Leadership in enabling and industrial technologies (LEIT);pl
664147;H2020-EU.2.1.1.;INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies - Information and Communication Technologies (ICT);Information and Communication Technologies;en
664147;H2020-EU.2.1.1.;FÜHRENDE ROLLE DER INDUSTRIE - Führende Rolle bei grundlegenden und industriellen Technologien - Informations- und Kommunikationstechnologien (IKT)  ;Information and Communication Technologies;de
664147;H2020-EU.2.1.1.;LIDERAZGO INDUSTRIAL - Liderazgo en tecnologías industriales y de capacitación - Tecnologías de la información y la comunicación (TIC);Information and Communication Technologies;es
